CAS	11:+:188:0	chr11	+	116734383:116734534	116738661:116738805	116739507:116741117	N/A	N/A	11:116734383-116741117
CAS	11:+:189:0	chr11	+	49168186:49168497	49170190:49170283	49175397:49175479	N/A	N/A	11:49168186-49175479
CAS	12:+:190:0	chr12	+	131274144:131276522	131280539:131280665	131283069:131283180	N/A	N/A	12:131274144-131283180
CAS	12:+:191:0	chr12	+	81652044:81653439	81655727:81655819	81657009:81657169	N/A	N/A	12:81652044-81657169
CAS	20:+:192:0	chr20	+	34322107:34322179	34322440:34323003	34324434:34324563	N/A	N/A	20:34322107-34324563
CAS	9:+:193:0	chr9	+	116854612:116854731	116854821:116854922	116855030:116855184	N/A	N/A	9:116854612-116855184
CAS	4:+:194:0	chr4	+	83275999:83276554	83277689:83277836	83277948:83278048	N/A	N/A	4:83275999-83278048
CAS	15:+:195:0	chr15	+	50754476:50754519	50757243:50757388	50763829:50763992	N/A	N/A	15:50754476-50763992
CAS	3:+:196:0	chr3	+	168818672:168818750	168819847:168820014	168825713:168825740	N/A	N/A	3:168818672-168825740
CAS	11:+:197:0	chr11	+	60706951:60707110	60708593:60708762	60709506:60709617	N/A	N/A	11:60706951-60709617
CAS	19:+:198:0	chr19	+	13320125:13320312	13321430:13321466	13322916:13323030	N/A	N/A	19:13320125-13323030
CAS	11:+:199:0	chr11	+	117056845:117056940	117057299:117057352	117057705:117057717	N/A	N/A	11:117056845-117057717
CAS	11:+:200:0	chr11	+	126300836:126301421	126305162:126305198	126306705:126306904	N/A	N/A	11:126300836-126306904
CAS	3:+:201:0	chr3	+	148718720:148718970	148719232:148719380	148721739:148721837	N/A	N/A	3:148718720-148721837
CAS	4:+:202:0	chr4	+	110678918:110678939	110679091:110679115	110681425:110681536	N/A	N/A	4:110678918-110681536
CAS	3:+:203:0	chr3	+	191087707:191087825	191092850:191093378	191097947:191098063	N/A	N/A	3:191087707-191098063
CAS	3:+:204:0	chr3	+	13655483:13655664	13659575:13659785	13660403:13660517	N/A	N/A	3:13655483-13660517
CAS	X:+:205:0	chrX	+	2715350:2715401	2724741:2724786	2726225:2726261	N/A	N/A	X:2715350-2726261
CAS	17:+:206:0	chr17	+	3623600:3623696	3626581:3626677	3626981:3627148	N/A	N/A	17:3623600-3627148
CAS	16:+:207:0	chr16	+	24574930:24574985	24576117:24576186	24578463:24578826	N/A	N/A	16:24574930-24578826
CAS	5:+:208:0	chr5	+	102237059:102237117	102249637:102249725	102260660:102260746	N/A	N/A	5:102237059-102260746
CAS	18:+:209:0	chr18	+	77105427:77105572	77105774:77105839	77107769:77107925	N/A	N/A	18:77105427-77107925
CAS	1:+:210:0	chr1	+	185274667:185274775	185275616:185275757	185275881:185276271	N/A	N/A	1:185274667-185276271
CAS	10:+:211:0	chr10	+	24878199:24878231	24879134:24879408	24880153:24880259	N/A	N/A	10:24878199-24880259
CAS	17:+:212:0	chr17	+	6662180:6662278	6662278:6662331	6662574:6663037	N/A	N/A	17:6662180-6663037
CAS	2:+:213:0	chr2	+	216252934:216253024	216256354:216256537	216257653:216257926	N/A	N/A	2:216252934-216257926
CAS	6:+:214:0	chr6	+	122744725:122744831	122749047:122749101	122752574:122752659	N/A	N/A	6:122744725-122752659
CAS	14:+:215:0	chr14	+	91931593:91931763	91932604:91932760	91937180:91937339	N/A	N/A	14:91931593-91937339
CAS	14:+:216:0	chr14	+	100580866:100580928	100589875:100589939	100593043:100593108	N/A	N/A	14:100580866-100593108
CAS	19:+:217:0	chr19	+	49601898:49601961	49604646:49604728	49605370:49606844	N/A	N/A	19:49601898-49606844
CAS	10:+:218:0	chr10	+	75897864:75898140	75898563:75898689	75910092:75910821	N/A	N/A	10:75897864-75910821
CAS	16:+:219:0	chr16	+	15020513:15020673	15021063:15021216	15022237:15022382	N/A	N/A	16:15020513-15022382
CAS	1:+:220:0	chr1	+	161166893:161166946	161167208:161167277	161169104:161169313	N/A	N/A	1:161166893-161169313
CAS	1:+:221:0	chr1	+	161185023:161185160	161187775:161187867	161188030:161188066	N/A	N/A	1:161185023-161188066
CAS	22:+:222:0	chr22	+	18270414:18273682	18273711:18273837	18273967:18274067	N/A	N/A	22:18270414-18274067
CAS	1:+:223:0	chr1	+	153921309:153921376	153921590:153921860	153923735:153924142	N/A	N/A	1:153921309-153924142
CAS	10:+:224:0	chr10	+	97967627:97967655	97969593:97969663	97975076:97975145	N/A	N/A	10:97967627-97975145
CAS	6:+:225:0	chr6	+	35200961:35201078	35203222:35203270	35205678:35205795	N/A	N/A	6:35200961-35205795
CAS	3:+:226:0	chr3	+	12644976:12645036	12645633:12645788	12647699:12647798	N/A	N/A	3:12644976-12647798
CAS	9:+:227:0	chr9	+	130863374:130863501	130863587:130863675	130864358:130864394	N/A	N/A	9:130863374-130864394
CAS	9:+:228:0	chr9	+	130886770:130886829	130887057:130887150	130887522:130887720	N/A	N/A	9:130886770-130887720
CAS	7:+:229:0	chr7	+	150500487:150500544	150500707:150500920	150501449:150501573	N/A	N/A	7:150500487-150501573
CAS	10:+:230:0	chr10	+	123892123:123892249	123903086:123903221	123922940:123923507	N/A	N/A	10:123892123-123923507
CAS	10:+:230:1	chr10	+	123972856:123972892	123974905:123974966	123976141:123976436	N/A	N/A	10:123972856-123976436
CAS	16:+:231:0	chr16	+	24942104:24942725	24946790:24946960	24950684:24950918	N/A	N/A	16:24942104-24950918
CAS	14:+:232:0	chr14	+	53345299:53345407	53347753:53347856	53347961:53348187	N/A	N/A	14:53345299-53348187
CAS	1:+:233:0	chr1	+	156214932:156215068	156215325:156215452	156215572:156216041	N/A	N/A	1:156214932-156216041
CAS	3:+:234:0	chr3	+	196793574:196793625	196795372:196795408	196796087:196796131	N/A	N/A	3:196793574-196796131
CAS	20:+:235:0	chr20	+	43211189:43211372	43213740:43213845	43218437:43218507	N/A	N/A	20:43211189-43218507
CAS	7:+:236:0	chr7	+	155094456:155094556	155095534:155095605	155099950:155101945	N/A	N/A	7:155094456-155101945
CAS	9:+:237:0	chr9	+	93624487:93624626	93626870:93626949	93627329:93627379	N/A	N/A	9:93624487-93627379
CAS	2:+:238:0	chr2	+	88387380:88387594	88390530:88390661	88393035:88393074	N/A	N/A	2:88387380-88393074
CAS	3:+:239:0	chr3	+	52280185:52280330	52280710:52280828	52280989:52281244	N/A	N/A	3:52280185-52281244
CAS	X:+:240:0	chrX	+	1508133:1508620	1509084:1509186	1510791:1511617	N/A	N/A	X:1508133-1511617
CAS	X:+:241:0	chrX	+	118749686:118750705	118750907:118754014	118759297:118759359	N/A	N/A	X:118749686-118759359
CAS	X:+:242:0	chrX	+	118972228:118972490	118974556:118974647	118975038:118975221	N/A	N/A	X:118972228-118975221
CAS	6:+:243:0	chr6	+	31856375:31856524	31856745:31856847	31857004:31857119	N/A	N/A	6:31856375-31857119
CAS	9:+:244:0	chr9	+	99401858:99404168	99408174:99408306	99413671:99413777	N/A	N/A	9:99401858-99413777
CAS	17:+:245:0	chr17	+	76376951:76377098	76378744:76378866	76388556:76388746	N/A	N/A	17:76376951-76388746
CAS	8:+:246:0	chr8	+	74888064:74888196	74888429:74888726	74890990:74891110	N/A	N/A	8:74888064-74891110
CAS	13:+:247:0	chr13	+	76099349:76100775	76101948:76101987	76104249:76104402	N/A	N/A	13:76099349-76104402
CAS	13:+:248:0	chr13	+	52951304:52952924	52960162:52960321	52971366:52972329	N/A	N/A	13:52951304-52972329
CAS	X:+:249:0	chrX	+	135286879:135287098	135288565:135288747	135289174:135289820	N/A	N/A	X:135286879-135289820
CAS	22:+:250:0	chr22	+	36649883:36650037	36650943:36651045	36653128:36653182	N/A	N/A	22:36649883-36653182
CAS	9:+:251:0	chr9	+	37766974:37767502	37779710:37780877	37781982:37782134	N/A	N/A	9:37766974-37782134
CAS	5:+:252:0	chr5	+	148889441:148889516	148891356:148891435	148892632:148892784	N/A	N/A	5:148889441-148892784
CAS	9:+:253:0	chr9	+	139569186:139569259	139571036:139571132	139571412:139571588	N/A	N/A	9:139569186-139571588
CAS	22:+:254:0	chr22	+	38516765:38516916	38519101:38519265	38521645:38521698	N/A	N/A	22:38516765-38521698
CAS	4:+:255:0	chr4	+	101944565:101947218	101950322:101950352	101953423:101953521	N/A	N/A	4:101944565-101953521
CAS	3:+:256:0	chr3	+	58635041:58635141	58639400:58639508	58641277:58641328	N/A	N/A	3:58635041-58641328
CAS	14:+:257:0	chr14	+	67291191:67291284	67309395:67309434	67346656:67346751	N/A	N/A	14:67291191-67346751
CAS	1:+:258:0	chr1	+	11718323:11718450	11718589:11718685	11718792:11718928	N/A	N/A	1:11718323-11718928
CAS	17:+:259:0	chr17	+	8047372:8048311	8049275:8049455	8049689:8049820	N/A	N/A	17:8047372-8049820
CAS	12:+:260:0	chr12	+	123473270:123473419	123474333:123474495	123475091:123475256	N/A	N/A	12:123473270-123475256
CAS	10:+:261:0	chr10	+	95137079:95137186	95139619:95139744	95140975:95141153	N/A	N/A	10:95137079-95141153
CAS	11:+:262:0	chr11	+	17948284:17948393	17961023:17961179	17980999:17981183	N/A	N/A	11:17948284-17981183
CAS	15:+:263:0	chr15	+	34652311:34652410	34653600:34653733	34654396:34654522	N/A	N/A	15:34652311-34654522
CAS	5:+:264:0	chr5	+	70900182:70900295	70922466:70922580	70927947:70928012	N/A	N/A	5:70900182-70928012
CAS	3:+:265:0	chr3	+	123014930:123015063	123015826:123015901	123016199:123016229	N/A	N/A	3:123014930-123016229
CAS	9:+:266:0	chr9	+	91031558:91031681	91033692:91033866	91041296:91041506	N/A	N/A	9:91031558-91041506
CAS	2:+:267:0	chr2	+	145162402:145162591	145182358:145182434	145187335:145187593	N/A	N/A	2:145162402-145187593
CAS	1:+:268:0	chr1	+	158990130:158990319	159002313:159002481	159015086:159015254	N/A	N/A	1:158990130-159015254
CAS	20:+:269:0	chr20	+	35856952:35857147	35858272:35858462	35860698:35860794	N/A	N/A	20:35856952-35860794
CAS	20:+:269:1	chr20	+	35862422:35862498	35864982:35865112	35866804:35866852	N/A	N/A	20:35862422-35866852
CAS	7:+:270:0	chr7	+	44268394:44269946	44270604:44270653	44272420:44272465	N/A	N/A	7:44268394-44272465
CAS	7:+:270:1	chr7	+	44270604:44270653	44272420:44272465	44273988:44274060	N/A	N/A	7:44270604-44274060
CAS	7:+:270:2	chr7	+	44273988:44274060	44274237:44274278	44279187:44279262	N/A	N/A	7:44273988-44279262
CAS	8:+:271:0	chr8	+	103851877:103852051	103855778:103855975	103862226:103862372	N/A	N/A	8:103851877-103862372
CAS	16:+:272:0	chr16	+	67213717:67213861	67213943:67214569	67215460:67215600	N/A	N/A	16:67213717-67215600
CAS	7:+:273:0	chr7	+	48129105:48129233	48129784:48129961	48134359:48134424	N/A	N/A	7:48129105-48134424
CAS	22:+:274:0	chr22	+	31491288:31491441	31491519:31491595	31492718:31492883	N/A	N/A	22:31491288-31492883
CAS	3:+:275:0	chr3	+	179319517:179319578	179320439:179320585	179322314:179322442	N/A	N/A	3:179319517-179322442
CAS	6:+:276:0	chr6	+	166743648:166743735	166744872:166744895	166755906:166756079	N/A	N/A	6:166743648-166756079
CAS	15:+:277:0	chr15	+	93425936:93426416	93426814:93427091	93427600:93428815	N/A	N/A	15:93425936-93428815
CAS	10:+:278:0	chr10	+	102257785:102257996	102258461:102258561	102258916:102259015	N/A	N/A	10:102257785-102259015
CAS	21:+:279:0	chr21	+	47544798:47544834	47545179:47545225	47545330:47545531	N/A	N/A	21:47544798-47545531
CAS	4:+:280:0	chr4	+	110914402:110914525	110915888:110916036	110920834:110921002	N/A	N/A	4:110914402-110921002
CAS	16:+:281:0	chr16	+	70712154:70712312	70713217:70713226	70713532:70713607	N/A	N/A	16:70712154-70713607
CAS	10:+:282:0	chr10	+	135075906:135076737	135077191:135077269	135080855:135080921	N/A	N/A	10:135075906-135080921
CAS	16:+:283:0	chr16	+	27818807:27818875	27835182:27835236	27840109:27840277	N/A	N/A	16:27818807-27840277
CAS	17:+:284:0	chr17	+	79862941:79863030	79863257:79863323	79863545:79863611	N/A	N/A	17:79862941-79863611
CAS	17:+:284:1	chr17	+	79864635:79864774	79865079:79865133	79865429:79865474	N/A	N/A	17:79864635-79865474
CAS	10:+:285:0	chr10	+	99210584:99210950	99211427:99211675	99211846:99212041	N/A	N/A	10:99210584-99212041
CAS	10:+:285:1	chr10	+	99211846:99212041	99212171:99212260	99212563:99212680	N/A	N/A	10:99211846-99212680
CAS	2:+:286:0	chr2	+	55804450:55804492	55805382:55805478	55806814:55806917	N/A	N/A	2:55804450-55806917
CAS	5:+:287:0	chr5	+	178040727:178040844	178043882:178043949	178044344:178044435	N/A	N/A	5:178040727-178044435
CAS	5:+:287:1	chr5	+	178044344:178044435	178045556:178045779	178046838:178047674	N/A	N/A	5:178044344-178047674
CAS	4:+:288:0	chr4	+	152021578:152021740	152022126:152022314	152025328:152025438	N/A	N/A	4:152021578-152025438
CAS	15:+:289:0	chr15	+	63334830:63335142	63335667:63336030	63336225:63336351	N/A	N/A	15:63334830-63336351
CAS	15:+:289:1	chr15	+	63347927:63349317	63351761:63351879	63353067:63353138	N/A	N/A	15:63347927-63353138
CAS	15:+:289:2	chr15	+	63351761:63351879	63353067:63353138	63353396:63353472	N/A	N/A	15:63351761-63353472
CAS	15:+:289:3	chr15	+	63353911:63353987	63354413:63354476	63354774:63355091	N/A	N/A	15:63353911-63355091
CAS	5:+:290:0	chr5	+	61659004:61659147	61659521:61659726	61661069:61661180	N/A	N/A	5:61659004-61661180
CAS	12:+:291:0	chr12	+	46756276:46756421	46756803:46756928	46757508:46757609	N/A	N/A	12:46756276-46757609
CAS	12:+:291:1	chr12	+	46761049:46761193	46764294:46764410	46764558:46764640	N/A	N/A	12:46761049-46764640
CAS	3:+:292:0	chr3	+	419500:419625	423861:423963	424156:424354	N/A	N/A	3:419500-424354
CAS	12:+:293:0	chr12	+	27109475:27109593	27110533:27110676	27113447:27113779	N/A	N/A	12:27109475-27113779
CAS	1:+:294:0	chr1	+	40029285:40029413	40029507:40029594	40030094:40030214	N/A	N/A	1:40029285-40030214
CAS	21:+:295:0	chr21	+	47172763:47172900	47208211:47208653	47268076:47268315	N/A	N/A	21:47172763-47268315
CAS	11:+:296:0	chr11	+	61717292:61717899	61719242:61719430	61722578:61722673	N/A	N/A	11:61717292-61722673
CAS	12:+:297:0	chr12	+	62719652:62719714	62721441:62721562	62722073:62722186	N/A	N/A	12:62719652-62722186
CAS	3:+:298:0	chr3	+	78684922:78685258	78688893:78689048	78695297:78695340	N/A	N/A	3:78684922-78695340
CAS	10:+:299:0	chr10	+	100188907:100189399	100189547:100189646	100190327:100190427	N/A	N/A	10:100188907-100190427
CAS	10:+:299:1	chr10	+	100193696:100193848	100194842:100195171	100195391:100195529	N/A	N/A	10:100193696-100195529
CAS	3:+:300:0	chr3	+	65339199:65342807	65344738:65344827	65346026:65347012	N/A	N/A	3:65339199-65347012
CAS	3:+:300:1	chr3	+	65367551:65367744	65369206:65369298	65372817:65372901	N/A	N/A	3:65367551-65372901
CAS	7:+:301:0	chr7	+	128032330:128033082	128033775:128033792	128034331:128034415	N/A	N/A	7:128032330-128034415
CAS	6:+:302:0	chr6	+	34725182:34725328	34725330:34725731	34730371:34730480	N/A	N/A	6:34725182-34730480
CAS	13:+:303:0	chr13	+	115057079:115057267	115064314:115064475	115067205:115067500	N/A	N/A	13:115057079-115067500
CAS	X:+:304:0	chrX	+	128709116:128709227	128709873:128710039	128710293:128710529	N/A	N/A	X:128709116-128710529
CAS	7:+:305:0	chr7	+	134551591:134551790	134552443:134552555	134576150:134576424	N/A	N/A	7:134551591-134576424
CAS	7:+:305:1	chr7	+	134620438:134620516	134625842:134625988	134629206:134629302	N/A	N/A	7:134620438-134629302
CAS	16:+:306:0	chr16	+	1833853:1834067	1834460:1834612	1834803:1836131	N/A	N/A	16:1833853-1836131
CAS	10:+:307:0	chr10	+	75519379:75519552	75519775:75520144	75520470:75520607	N/A	N/A	10:75519379-75520607
CAS	15:+:308:0	chr15	+	86087270:86087374	86098676:86098722	86118361:86118560	N/A	N/A	15:86087270-86118560
CAS	6:+:309:0	chr6	+	160208774:160208934	160209089:160210334	160210436:160210781	N/A	N/A	6:160208774-160210781
CAS	20:+:310:0	chr20	+	33719444:33719586	33721907:33721958	33722540:33722752	N/A	N/A	20:33719444-33722752
CAS	3:+:311:0	chr3	+	50140515:50140599	50141680:50141741	50142509:50142575	N/A	N/A	3:50140515-50142575
CAS	3:+:311:1	chr3	+	50145664:50145738	50147035:50147121	50147811:50147896	N/A	N/A	3:50145664-50147896
CAS	6:+:312:0	chr6	+	119285831:119285936	119287999:119288117	119295592:119295739	N/A	N/A	6:119285831-119295739
CAS	X:+:313:0	chrX	+	38031133:38031310	38033412:38033604	38037537:38037597	N/A	N/A	X:38031133-38037597
CAS	4:+:314:0	chr4	+	41634765:41634884	41634993:41635102	41635564:41635825	N/A	N/A	4:41634765-41635825
CAS	1:+:315:0	chr1	+	47023089:47024472	47025905:47025949	47027149:47027345	N/A	N/A	1:47023089-47027345
CAS	19:+:316:0	chr19	+	18846418:18846453	18853719:18853836	18854917:18854965	N/A	N/A	19:18846418-18854965
CAS	11:+:317:0	chr11	+	319668:319990	320112:320248	320564:321050	N/A	N/A	11:319668-321050
CAS	19:+:318:0	chr19	+	19011189:19011258	19014076:19014232	19015579:19015661	N/A	N/A	19:19011189-19015661
CAS	4:+:319:0	chr4	+	88901197:88901278	88901544:88901586	88902626:88902950	N/A	N/A	4:88901197-88902950
CAS	2:+:320:0	chr2	+	38522021:38523732	38523827:38523842	38525285:38525717	N/A	N/A	2:38522021-38525717
CAS	9:+:321:0	chr9	+	86588200:86588314	86588816:86588888	86589431:86589504	N/A	N/A	9:86588200-86589504
CAS	9:+:321:1	chr9	+	86589431:86589504	86590376:86590420	86591909:86591966	N/A	N/A	9:86589431-86591966
CAS	9:+:322:0	chr9	+	86368172:86368274	86383732:86383885	86395296:86395319	N/A	N/A	9:86368172-86395319
CAS	19:+:323:0	chr19	+	38958249:38958452	38959605:38959780	38959944:38960153	N/A	N/A	19:38958249-38960153
CAS	16:+:324:0	chr16	+	532524:532736	538850:539000	541133:541268	N/A	N/A	16:532524-541268
CAS	19:+:325:0	chr19	+	39823716:39823766	39825900:39825950	39826074:39826194	N/A	N/A	19:39823716-39826194
CAS	17:+:326:0	chr17	+	4460221:4462352	4462637:4462751	4462852:4463230	N/A	N/A	17:4460221-4463230
CAS	11:+:327:0	chr11	+	20066513:20067216	20070273:20070741	20071381:20071447	N/A	N/A	11:20066513-20071447
CAS	11:+:328:0	chr11	+	44748652:44748837	44785975:44786062	44881153:44881291	N/A	N/A	11:44748652-44881291
CAS	12:+:329:0	chr12	+	15034114:15035214	15035905:15035981	15037146:15037179	N/A	N/A	12:15034114-15037179
CAS	12:+:330:0	chr12	+	54974727:54974834	54975759:54975915	54976515:54976579	N/A	N/A	12:54974727-54976579
CAS	1:+:331:0	chr1	+	203024559:203024800	203025247:203025283	203025502:203025636	N/A	N/A	1:203024559-203025636
CAS	1:+:332:0	chr1	+	156030950:156031234	156035701:156036073	156038002:156038254	N/A	N/A	1:156030950-156038254
CAS	3:+:333:0	chr3	+	47892181:47894529	47894652:47894842	47896737:47896850	N/A	N/A	3:47892181-47896850
CAS	3:+:333:1	chr3	+	47908735:47908828	47910701:47910817	47912302:47912595	N/A	N/A	3:47908735-47912595
CAS	3:+:333:2	chr3	+	47913406:47913590	47917174:47917390	47918816:47919255	N/A	N/A	3:47913406-47919255
CAS	3:+:333:3	chr3	+	47960208:47960331	47963254:47963368	47969717:47969840	N/A	N/A	3:47960208-47969840
CAS	3:+:333:4	chr3	+	48019354:48019423	48028872:48028923	48040124:48040370	N/A	N/A	3:48019354-48040370
CAS	18:+:334:0	chr18	+	71922975:71923010	71924064:71924088	71928149:71928179	N/A	N/A	18:71922975-71928179
CAS	4:+:335:0	chr4	+	76573822:76573925	76579166:76579265	76580249:76580430	N/A	N/A	4:76573822-76580430
CAS	13:+:336:0	chr13	+	28003349:28003526	28004006:28004103	28004669:28004758	N/A	N/A	13:28003349-28004758
CAS	13:+:337:0	chr13	+	28014125:28014586	28015153:28015382	28019224:28019293	N/A	N/A	13:28014125-28019293
CAS	10:+:338:0	chr10	+	13150137:13150289	13150961:13151015	13151096:13151288	N/A	N/A	10:13150137-13151288
CAS	17:+:339:0	chr17	+	46103532:46103841	46105041:46105155	46105837:46105876	N/A	N/A	17:46103532-46105876
CAS	6:+:340:0	chr6	+	126319695:126319830	126320602:126320759	126327987:126328100	N/A	N/A	6:126319695-126328100
CAS	1:+:341:0	chr1	+	148932784:148932920	148933290:148933579	148951244:148951595	N/A	N/A	1:148932784-148951595
CAS	7:+:342:0	chr7	+	1473995:1474308	1474736:1474783	1476377:1476492	N/A	N/A	7:1473995-1476492
CAS	20:+:343:0	chr20	+	33481371:33481425	33496518:33496706	33496707:33496746	N/A	N/A	20:33481371-33496746
CAS	1:+:344:0	chr1	+	17601:17742	17914:18061	18267:18379	N/A	N/A	1:17601-18379
CAS	19:+:345:0	chr19	+	35622874:35622946	35624221:35624348	35624596:35624668	N/A	N/A	19:35622874-35624668
CAS	8:+:346:0	chr8	+	19176854:19177239	19190465:19190625	19192196:19192368	N/A	N/A	8:19176854-19192368
CAS	8:+:347:0	chr8	+	19701586:19701749	19703207:19703308	19706672:19706750	N/A	N/A	8:19701586-19706750
CAS	5:+:348:0	chr5	+	74681726:74681859	74685416:74685512	74695134:74695212	N/A	N/A	5:74681726-74695212
CAS	5:+:349:0	chr5	+	74646613:74646774	74646892:74647140	74647248:74647427	N/A	N/A	5:74646613-74647427
CAS	11:+:350:0	chr11	+	10615038:10615146	10615692:10615742	10622464:10622606	N/A	N/A	11:10615038-10622606
CAS	5:+:351:0	chr5	+	52869437:52869561	52899281:52899360	52900553:52900725	N/A	N/A	5:52869437-52900725
CAS	1:+:352:0	chr1	+	153733302:153733394	153733495:153733585	153734045:153734152	N/A	N/A	1:153733302-153734152
CAS	11:+:353:0	chr11	+	125447399:125447466	125447631:125447802	125448028:125448153	N/A	N/A	11:125447399-125448153
CAS	17:+:354:0	chr17	+	73035303:73035366	73035966:73036136	73038275:73038372	N/A	N/A	17:73035303-73038372
CAS	22:+:355:0	chr22	+	40758984:40759075	40760279:40760369	40760883:40761060	N/A	N/A	22:40758984-40761060
CAS	13:+:356:0	chr13	+	78137965:78138034	78141814:78141883	78142429:78142468	N/A	N/A	13:78137965-78142468
CAS	17:+:357:0	chr17	+	43480984:43481075	43481394:43481462	43481634:43481700	N/A	N/A	17:43480984-43481700
CAS	9:+:358:0	chr9	+	36204064:36204176	36209263:36209317	36210621:36210658	N/A	N/A	9:36204064-36210658
CAS	9:+:358:1	chr9	+	36209263:36209317	36210621:36210658	36211599:36212058	N/A	N/A	9:36209263-36212058
CAS	19:+:359:0	chr19	+	49217116:49217302	49217622:49217817	49218062:49218165	N/A	N/A	19:49217116-49218165
CAS	9:+:360:0	chr9	+	86279944:86280060	86281264:86281348	86284099:86284242	N/A	N/A	9:86279944-86284242
CAS	5:+:361:0	chr5	+	176951185:176952206	176958282:176958522	176958953:176959201	N/A	N/A	5:176951185-176959201
CAS	13:+:362:0	chr13	+	38143880:38143958	38144716:38145672	38148708:38148789	N/A	N/A	13:38143880-38148789
CAS	13:+:363:0	chr13	+	45912319:45912911	45913631:45913737	45914128:45914319	N/A	N/A	13:45912319-45914319
CAS	6:+:364:0	chr6	+	123110314:123110603	123116821:123117035	123117968:123118490	N/A	N/A	6:123110314-123118490
CAS	5:+:365:0	chr5	+	31493313:31493400	31495392:31495479	31504661:31504742	N/A	N/A	5:31493313-31504742
CAS	3:+:366:0	chr3	+	9475528:9475634	9475728:9475865	9475960:9476169	N/A	N/A	3:9475528-9476169
CAS	3:+:366:1	chr3	+	9486731:9486984	9487303:9487424	9488733:9488991	N/A	N/A	3:9486731-9488991
CAS	19:+:367:0	chr19	+	4682707:4682850	4682955:4683336	4683488:4683641	N/A	N/A	19:4682707-4683641
CAS	10:+:368:0	chr10	+	7843475:7843532	7844205:7844388	7844720:7844838	N/A	N/A	10:7843475-7844838
CAS	15:+:369:0	chr15	+	69745122:69745359	69745985:69746060	69747508:69747626	N/A	N/A	15:69745122-69747626
CAS	2:+:370:0	chr2	+	204239542:204239575	204240779:204240855	204244930:204245107	N/A	N/A	2:204239542-204245107
CAS	7:+:371:0	chr7	+	143078999:143079184	143079340:143079540	143079685:143079778	N/A	N/A	7:143078999-143079778
CAS	12:+:372:0	chr12	+	27798994:27799081	27800661:27800910	27802942:27803074	N/A	N/A	12:27798994-27803074
CAS	12:+:372:1	chr12	+	27820098:27820253	27824363:27824479	27825359:27825416	N/A	N/A	12:27820098-27825416
CAS	16:+:373:0	chr16	+	718655:718699	719552:719606	720122:720175	N/A	N/A	16:718655-720175
CAS	16:+:373:1	chr16	+	720455:720557	720674:720773	720773:721203	N/A	N/A	16:720455-721203
CAS	21:+:374:0	chr21	+	46553473:46553597	46554629:46554747	46556995:46557241	N/A	N/A	21:46553473-46557241
CAS	6:+:375:0	chr6	+	29576377:29576510	29577005:29577156	29578700:29578778	N/A	N/A	6:29576377-29578778
CAS	2:+:376:0	chr2	+	238285414:238285987	238287278:238287878	238289557:238290142	N/A	N/A	2:238285414-238290142
CAS	11:+:377:0	chr11	+	101984874:101985125	102033186:102033302	102056748:102056862	N/A	N/A	11:101984874-102056862
CAS	11:+:377:1	chr11	+	102056748:102056862	102076623:102076817	102080247:102080295	N/A	N/A	11:102056748-102080295
CAS	11:+:378:0	chr11	+	119984244:119984363	119986045:119986122	119987666:119987765	N/A	N/A	11:119984244-119987765
CAS	2:+:379:0	chr2	+	37002144:37002210	37008869:37008914	37010482:37010545	N/A	N/A	2:37002144-37010545
CAS	8:+:380:0	chr8	+	21914415:21914647	21915375:21915476	21916685:21917007	N/A	N/A	8:21914415-21917007
CAS	8:+:380:1	chr8	+	21916685:21917007	21924215:21924404	21924595:21924670	N/A	N/A	8:21916685-21924670
CAS	20:+:381:0	chr20	+	52569970:52570234	52573970:52574036	52583444:52583612	N/A	N/A	20:52569970-52583612
CAS	20:+:381:1	chr20	+	52573970:52574036	52583444:52583612	52591927:52591969	N/A	N/A	20:52573970-52591969
CAS	20:+:381:2	chr20	+	52583444:52583612	52591927:52591969	52601825:52602038	N/A	N/A	20:52583444-52602038
CAS	20:+:381:3	chr20	+	52601825:52602038	52609050:52609185	52611550:52611595	N/A	N/A	20:52601825-52611595
CAS	11:+:382:0	chr11	+	47256123:47256223	47256307:47256485	47256820:47256963	N/A	N/A	11:47256123-47256963
CAS	5:+:383:0	chr5	+	131606124:131606194	131606607:131606786	131606995:131607159	N/A	N/A	5:131606124-131607159
CAS	2:+:384:0	chr2	+	24964652:24965055	24974850:24975025	24980841:24981025	N/A	N/A	2:24964652-24981025
CAS	17:+:385:0	chr17	+	57761235:57761346	57762416:57762587	57762947:57763169	N/A	N/A	17:57761235-57763169
CAS	1:+:386:0	chr1	+	52063795:52063865	52079976:52080091	52082545:52082893	N/A	N/A	1:52063795-52082893
CAS	14:+:387:0	chr14	+	23548755:23550018	23550956:23551045	23559190:23559310	N/A	N/A	14:23548755-23559310
CAS	16:+:388:0	chr16	+	19556415:19556532	19557138:19557212	19557733:19557796	N/A	N/A	16:19556415-19557796
CAS	2:+:389:0	chr2	+	159313966:159314843	159389691:159389828	159389949:159390046	N/A	N/A	2:159313966-159390046
CAS	2:+:389:1	chr2	+	159519408:159519600	159519783:159519957	159522924:159523075	N/A	N/A	2:159519408-159523075
CAS	3:+:390:0	chr3	+	15276531:15276652	15281979:15282124	15282260:15282360	N/A	N/A	3:15276531-15282360
CAS	8:+:391:0	chr8	+	22085160:22085206	22085705:22085899	22086300:22086422	N/A	N/A	8:22085160-22086422
